"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","A1101","A110101","A110102","A1102","A110201","A110202","A1231","A161001","A1700","A5101","A5102","A5103","A5104","A6101","A6102","A6103","A6104","A6105","A6106","A6107","A7101","A9101","A9201"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","A110101_Total population (Male)[person]","A110102_Total population (Female)[person]","A1102_Japanese population (Both sexes)[person]","A110201_Japanese population (Male)[person]","A110202_Japanese population (Female)[person]","A1231_Median age[age]","A161001_Ratio of never married persons (population 15 years old and over)[%]","A1700_Foreigners (Total)[person]","A5101_Number of in-migrants from other municipalities[person]","A5102_Number of out-migrants to other municipalities[person]","A5103_Number of in-migrants from other prefectures (All nationalities)[person]","A5104_Number of out-migrants to other prefectures (All nationalities)[person]","A6101_Population not working or going to school[person]","A6102_Population working or schooling in the same shi, ku, machi or mura[person]","A6103_Outflow population (Population working or schooling in other shi, ku, machi or mura of the same prefecture)[person]","A6104_Outflow population (Population working or schooling in other prefecture)[person]","A6105_Inflow population (Population living in another shi, ku, machi or mura of the same prefecture)[person]","A6106_Inflow population (Population living in another prefecture)[person]","A6107_Daytime population[person]","A7101_Number of households (Total)[households]","A9101_Marriages[pairs]","A9201_Divorces[pairs]"
"2015100000","2015","33663","Okayama-ken Kumenan-cho","","4,907","2,330","2,577","4,882","2,329","2,553","60.6","21.22172","25","131","116","***","***","1,931","1,793","1,161","14","1,015","4","4,751","1,893","6","4"
"2015100000","2015","33666","Okayama-ken Misaki-cho","","14,432","6,861","7,571","14,344","6,842","7,502","57.7","19.93418","87","340","445","***","***","5,908","4,677","3,690","54","2,314","29","13,031","5,258","63","27"
"2015100000","2015","33681","Okayama-ken Kibichuo-cho","","11,950","5,778","6,172","11,775","5,738","6,037","58.0","23.79761","175","426","480","***","***","4,332","5,706","1,826","33","1,901","64","12,056","4,374","38","13"
"2015100000","2015","34100","Hiroshima-ken Hiroshima-shi","","1,194,034","576,850","617,184","1,172,808","566,858","605,950","44.4","27.41568","14,302","60,959","59,751","***","***","405,757","381,081","308,990","8,143","323,105","11,014","1,211,020","531,605","6,366","2,178"
"2015100000","2015","34101","Hiroshima-ken Hiroshima-shi Naka-ku","","136,640","64,659","71,981","130,802","61,719","69,083","45.4","33.20831","3,369","10,368","9,000","***","***","40,541","50,534","21,576","737","116,681","4,153","235,161","76,889","952","258"
"2015100000","2015","34102","Hiroshima-ken Hiroshima-shi Higashi-ku","","120,155","57,251","62,904","118,360","56,471","61,889","45.8","26.30660","1,539","6,141","6,351","***","***","41,801","30,497","38,471","1,000","24,480","1,027","106,191","51,790","533","221"
"2015100000","2015","34103","Hiroshima-ken Hiroshima-shi Minami-ku","","142,728","69,972","72,756","139,923","68,632","71,291","44.6","29.94257","1,523","8,062","7,637","***","***","46,054","48,700","34,436","920","50,972","1,928","160,272","68,785","756","231"
"2015100000","2015","34104","Hiroshima-ken Hiroshima-shi Nishi-ku","","190,929","91,694","99,235","186,447","89,684","96,763","43.3","29.29310","3,212","11,482","10,915","***","***","61,642","58,876","52,124","1,510","51,009","1,470","189,774","90,461","1,176","379"
"2015100000","2015","34105","Hiroshima-ken Hiroshima-shi Asaminami-ku","","242,512","118,617","123,895","239,870","117,320","122,550","41.2","25.94361","1,585","11,721","11,791","***","***","80,170","83,141","61,568","1,742","32,197","1,402","212,801","99,411","1,357","446"
"2015100000","2015","34106","Hiroshima-ken Hiroshima-shi Asakita-ku","","145,018","68,975","76,043","143,570","68,367","75,203","50.0","23.77290","1,319","4,016","4,930","***","***","57,126","48,274","34,755","672","16,620","257","126,468","57,151","523","246"
"2015100000","2015","34107","Hiroshima-ken Hiroshima-shi Aki-ku","","79,353","39,417","39,936","78,275","38,914","39,361","44.4","26.07123","1,036","3,589","3,703","***","***","29,522","20,668","26,424","417","13,001","186","65,699","31,302","419","142"
"2015100000","2015","34108","Hiroshima-ken Hiroshima-shi Saeki-ku","","136,699","66,265","70,434","135,561","65,751","69,810","45.6","24.91716","719","5,580","5,424","***","***","48,901","40,391","39,636","1,145","18,145","591","114,654","55,816","650","255"
"2015100000","2015","34202","Hiroshima-ken Kure-shi","","228,552","110,173","118,379","225,484","108,622","116,862","51.3","24.89096","2,370","5,960","7,305","***","***","94,496","106,958","19,189","813","16,433","862","225,845","97,412","985","372"
"2015100000","2015","34203","Hiroshima-ken Takehara-shi","","26,426","12,563","13,863","26,291","12,501","13,790","57.0","22.81366","105","693","950","***","***","11,313","9,978","4,176","80","3,420","149","25,739","11,204","102","33"
"2015100000","2015","34204","Hiroshima-ken Mihara-shi","","96,194","45,730","50,464","94,401","44,799","49,602","52.0","22.75889","1,415","2,276","2,735","***","***","38,831","43,516","9,788","515","9,899","439","96,229","39,888","382","163"
"2015100000","2015","34205","Hiroshima-ken Onomichi-shi","","138,626","66,292","72,334","136,795","65,044","71,751","53.5","23.07965","1,563","3,383","3,688","***","***","57,343","63,573","12,741","1,457","13,288","1,451","139,167","57,759","516","203"
"2015100000","2015","34207","Hiroshima-ken Fukuyama-shi","","464,811","225,414","239,397","456,972","221,457","235,515","46.3","24.62085","5,537","10,258","11,114","***","***","169,423","230,236","17,708","12,258","16,686","13,366","464,897","185,555","2,371","869"
"2015100000","2015","34208","Hiroshima-ken Fuchu-shi","","40,069","19,171","20,898","39,706","18,981","20,725","54.6","22.03775","325","920","1,014","***","***","16,194","15,932","6,498","305","7,958","187","41,411","15,039","147","55"
"2015100000","2015","34209","Hiroshima-ken Miyoshi-shi","","53,615","25,365","28,250","53,028","25,098","27,930","54.3","20.26432","396","1,416","1,691","***","***","19,929","26,816","3,938","201","4,600","360","54,436","21,376","206","95"
"2015100000","2015","34210","Hiroshima-ken Shobara-shi","","37,000","17,521","19,479","36,658","17,399","19,259","59.2","19.62309","274","786","953","***","***","14,303","19,151","2,387","167","2,444","537","37,427","14,455","121","44"
"2015100000","2015","34211","Hiroshima-ken Otake-shi","","27,865","13,492","14,373","27,530","13,309","14,221","52.4","24.44226","261","922","1,056","***","***","11,967","9,336","3,272","2,398","3,224","3,448","28,867","11,749","114","36"
"2015100000","2015","34212","Hiroshima-ken Higashihiroshima-shi","","192,907","97,962","94,945","186,574","94,861","91,713","42.2","29.52091","4,508","6,675","6,537","***","***","61,158","93,233","22,982","783","20,579","1,704","191,425","84,847","892","331"
"2015100000","2015","34213","Hiroshima-ken Hatsukaichi-shi","","114,906","54,654","60,252","113,750","54,159","59,591","48.4","23.94800","803","3,948","3,781","***","***","42,077","39,584","26,090","1,712","15,577","1,081","103,762","46,039","499","188"
"2015100000","2015","34214","Hiroshima-ken Akitakata-shi","","29,488","14,043","15,445","29,030","13,875","15,155","57.5","20.89308","457","722","781","***","***","11,850","13,740","3,630","63","3,984","76","29,855","11,657","96","49"
"2015100000","2015","34215","Hiroshima-ken Etajima-shi","","24,339","12,027","12,312","23,930","11,771","12,159","59.1","22.55737","404","1,285","1,384","***","***","10,985","10,239","2,815","52","1,498","113","23,083","10,741","98","43"
"2015100000","2015","34302","Hiroshima-ken Fuchu-cho","","51,053","24,917","26,136","50,347","24,573","25,774","44.3","25.67171","571","2,217","2,279","***","***","18,017","13,492","16,487","313","18,476","292","53,021","21,109","291","75"
"2015100000","2015","34304","Hiroshima-ken Kaita-cho","","28,667","14,127","14,540","27,872","13,742","14,130","43.3","26.36004","679","1,482","1,434","***","***","9,911","7,690","9,530","139","9,894","88","28,980","12,246","200","58"
"2015100000","2015","34307","Hiroshima-ken Kumano-cho","","23,755","11,460","12,295","23,605","11,391","12,214","49.9","21.54841","138","643","737","***","***","9,395","6,700","7,066","84","2,301","12","18,918","9,430","82","43"
"2015100000","2015","34309","Hiroshima-ken Saka-cho","","12,747","6,084","6,663","12,674","6,042","6,632","46.7","24.86377","73","644","714","***","***","5,176","3,367","3,932","59","6,437","39","15,232","5,132","56","21"
"2015100000","2015","34368","Hiroshima-ken Akiota-cho","","6,472","2,989","3,483","6,442","2,979","3,463","64.6","17.42514","23","181","190","***","***","2,986","2,738","633","15","792","14","6,630","2,781","16","9"
"2015100000","2015","34369","Hiroshima-ken Kitahiroshima-cho","","18,918","9,177","9,741","18,549","8,977","9,572","56.2","20.94335","337","621","618","***","***","6,480","10,320","1,558","128","3,446","340","21,018","7,728","69","32"
"2015100000","2015","34431","Hiroshima-ken Osakikamijima-cho","","7,992","4,106","3,886","7,888","4,042","3,846","61.9","25.54882","104","327","322","***","***","3,460","4,224","282","18","682","258","8,632","3,898","17","9"
"2015100000","2015","34462","Hiroshima-ken Sera-cho","","16,337","7,724","8,613","16,126","7,655","8,471","59.1","16.81514","158","386","472","***","***","5,952","7,722","2,281","44","1,572","14","15,598","6,242","55","25"
"2015100000","2015","34545","Hiroshima-ken Jinsekikogen-cho","","9,217","4,370","4,847","9,166","4,359","4,807","63.3","15.74605","51","191","245","***","***","3,673","4,431","1,057","46","735","46","8,895","3,533","31","11"
"2015100000","2015","35201","Yamaguchi-ken Shimonoseki-shi","","268,517","124,722","143,795","264,735","123,005","141,730","52.2","24.24607","3,370","6,057","7,387","***","***","108,728","136,588","5,442","8,072","4,636","5,344","264,983","116,298","1,075","480"
"2015100000","2015","35202","Yamaguchi-ken Ube-shi","","169,429","81,133","88,296","167,501","80,222","87,279","49.2","25.48714","1,605","4,428","5,064","***","***","66,918","79,215","15,013","900","15,391","861","169,768","73,225","795","375"
"2015100000","2015","35203","Yamaguchi-ken Yamaguchi-shi","","197,422","94,245","103,177","196,048","93,613","102,435","46.6","26.11628","1,010","7,420","7,692","***","***","70,460","99,324","16,574","1,219","19,080","1,761","200,470","84,994","853","304"
"2015100000","2015","35204","Yamaguchi-ken Hagi-shi","","49,560","22,730","26,830","49,188","22,577","26,611","59.2","20.34494","357","1,130","1,464","***","***","19,872","25,621","2,535","827","2,296","312","48,806","21,620","150","86"
"2015100000","2015","35206","Yamaguchi-ken Hofu-shi","","115,942","55,910","60,032","115,090","55,597","59,493","47.7","24.75315","775","4,513","4,706","***","***","44,509","54,529","11,825","558","10,216","389","114,164","47,573","566","211"
"2015100000","2015","35207","Yamaguchi-ken Kudamatsu-shi","","55,812","27,252","28,560","55,224","26,941","28,283","47.0","22.48062","340","2,287","2,013","***","***","23,086","20,126","11,164","338","11,786","259","56,355","23,757","306","98"
"2015100000","2015","35208","Yamaguchi-ken Iwakuni-shi","","136,757","64,455","72,302","134,858","63,610","71,248","52.7","22.39086","1,299","3,456","4,314","***","***","55,945","62,020","5,175","6,169","5,623","4,682","135,718","59,080","575","251"
"2015100000","2015","35210","Yamaguchi-ken Hikari-shi","","51,369","24,425","26,944","51,053","24,270","26,783","51.9","21.59264","270","1,350","1,549","***","***","21,655","17,709","9,504","320","7,228","157","48,930","20,953","206","78"
"2015100000","2015","35211","Yamaguchi-ken Nagato-shi","","35,439","16,328","19,111","35,089","16,172","18,917","59.4","19.56173","350","732","927","***","***","14,673","17,751","2,453","250","1,940","77","34,753","14,666","108","50"
"2015100000","2015","35212","Yamaguchi-ken Yanai-shi","","32,945","15,357","17,588","32,808","15,305","17,503","55.7","22.57886","115","1,036","1,194","***","***","14,276","11,978","5,364","370","6,611","191","34,013","14,170","121","41"
"2015100000","2015","35213","Yamaguchi-ken Mine-shi","","26,159","12,165","13,994","25,990","12,087","13,903","57.5","21.54035","164","629","789","***","***","10,456","11,664","3,655","104","4,112","60","26,572","10,095","70","27"
"2015100000","2015","35215","Yamaguchi-ken Shunan-shi","","144,842","69,819","75,023","143,402","69,055","74,347","49.8","23.28827","1,074","4,122","4,568","***","***","56,691","65,789","13,757","935","18,191","1,129","149,470","61,999","628","260"
"2015100000","2015","35216","Yamaguchi-ken Sanyoonoda-shi","","62,671","29,545","33,126","62,145","29,294","32,851","50.6","23.37351","504","1,958","1,861","***","***","25,566","23,093","11,499","468","9,700","275","60,679","25,740","258","99"
"2015100000","2015","35305","Yamaguchi-ken Suooshima-cho","","17,199","7,844","9,355","17,127","7,824","9,303","65.8","21.58800","72","466","556","***","***","8,699","6,999","1,246","106","1,497","90","17,434","8,038","41","14"
"2015100000","2015","35321","Yamaguchi-ken Waki-cho","","6,285","3,097","3,188","6,205","3,064","3,141","43.4","23.49674","80","329","306","***","***","2,476","1,512","1,073","1,022","863","625","5,678","2,593","25","6"
"2015100000","2015","35341","Yamaguchi-ken Kaminoseki-cho","","2,803","1,283","1,520","2,800","1,282","1,518","66.4","19.80952","3","71","121","***","***","1,439","971","377","10","289","26","2,731","1,459","9","1"
"2015100000","2015","35343","Yamaguchi-ken Tabuse-cho","","15,317","7,242","8,075","15,260","7,224","8,036","52.9","22.06411","45","436","477","***","***","6,337","4,089","4,425","130","2,794","27","13,583","6,131","54","19"
"2015100000","2015","35344","Yamaguchi-ken Hirao-cho","","12,798","5,906","6,892","12,732","5,883","6,849","58.0","21.51932","50","416","478","***","***","5,933","3,189","3,363","104","2,282","35","11,648","4,951","57","19"
"2015100000","2015","35502","Yamaguchi-ken Abu-cho","","3,463","1,550","1,913","3,434","1,547","1,887","63.6","17.09943","29","101","101","***","***","1,558","1,272","598","29","507","11","3,354","1,492","4","4"
"2015100000","2015","36201","Tokushima-ken Tokushima-shi","","258,554","123,014","135,540","253,499","120,750","132,749","47.9","27.32278","1,213","8,004","8,025","***","***","91,275","118,492","20,861","1,837","42,126","2,379","280,361","115,015","1,239","462"
"2015100000","2015","36202","Tokushima-ken Naruto-shi","","59,101","28,125","30,976","58,662","27,966","30,696","51.2","25.45293","270","1,590","1,842","***","***","23,771","22,044","10,092","819","8,450","547","57,187","23,234","231","81"
"2015100000","2015","36203","Tokushima-ken Komatsushima-shi","","38,755","18,680","20,075","38,586","18,638","19,948","51.2","24.72469","161","1,122","1,366","***","***","15,652","12,225","9,416","214","6,689","191","36,005","15,233","172","61"
"2015100000","2015","36204","Tokushima-ken Anan-shi","","73,019","35,344","37,675","72,668","35,235","37,433","50.1","23.28682","211","1,713","1,906","***","***","29,038","32,659","8,320","341","9,059","410","73,827","27,193","292","113"
"2015100000","2015","36205","Tokushima-ken Yoshinogawa-shi","","41,466","19,384","22,082","41,160","19,298","21,862","55.2","22.47812","258","926","1,173","***","***","17,999","12,868","8,573","427","5,529","79","38,074","15,714","156","54"
"2015100000","2015","36206","Tokushima-ken Awa-shi","","37,202","17,611","19,591","36,902","17,556","19,346","54.6","21.36609","293","748","918","***","***","14,863","13,399","7,509","450","4,211","85","33,539","13,108","127","66"
"2015100000","2015","36207","Tokushima-ken Mima-shi","","30,501","14,443","16,058","30,186","14,339","15,847","56.5","22.17288","270","625","781","***","***","14,251","10,968","4,318","594","3,965","207","29,761","11,440","100","47"
"2015100000","2015","36208","Tokushima-ken Miyoshi-shi","","26,836","12,483","14,353","26,672","12,448","14,224","60.2","20.24600","163","574","866","***","***","12,577","10,848","1,567","1,171","3,320","258","27,676","11,311","92","32"
"2015100000","2015","36301","Tokushima-ken Katsuura-cho","","5,301","2,515","2,786","5,280","2,511","2,769","59.0","20.41327","20","92","148","***","***","1,886","2,221","1,164","4","897","7","5,037","1,860","15","7"
"2015100000","2015","36302","Tokushima-ken Kamikatsu-cho","","1,545","741","804","1,534","737","797","67.0","15.96932","11","51","58","***","***","630","782","128","4","248","3","1,664","732","6","3"
"2015100000","2015","36321","Tokushima-ken Sanagouchi-son","","2,289","1,099","1,190","2,280","1,096","1,184","61.6","18.18616","9","44","75","***","***","751","969","558","6","181","1","1,907","793","3","2"
"2015100000","2015","36341","Tokushima-ken Ishii-cho","","25,590","12,106","13,484","25,386","12,035","13,351","50.5","23.10101","150","781","798","***","***","10,058","6,905","7,118","218","4,040","27","22,321","9,327","109","35"
"2015100000","2015","36342","Tokushima-ken Kamiyama-cho","","5,300","2,494","2,806","5,262","2,486","2,776","64.7","17.72354","38","102","135","***","***","2,323","2,072","880","19","515","3","4,919","2,156","19","6"
"2015100000","2015","36368","Tokushima-ken Naka-cho","","8,402","3,973","4,429","8,385","3,966","4,419","63.4","15.81292","13","127","275","***","***","3,925","3,614","770","8","854","41","8,519","3,481","20","3"
"2015100000","2015","36383","Tokushima-ken Mugi-cho","","4,259","1,965","2,294","4,232","1,960","2,272","64.1","17.84529","27","101","149","***","***","2,074","1,528","606","26","551","22","4,200","1,871","15","5"
"2015100000","2015","36387","Tokushima-ken Minami-cho","","7,092","3,302","3,790","7,057","3,292","3,765","62.3","21.55956","35","148","201","***","***","3,571","2,468","972","27","805","8","6,906","2,901","23","6"
"2015100000","2015","36388","Tokushima-ken Kaiyo-cho","","9,283","4,351","4,932","9,111","4,290","4,821","61.0","19.81971","172","197","300","***","***","4,175","4,285","583","151","431","237","9,217","4,198","18","13"
"2015100000","2015","36401","Tokushima-ken Matsushige-cho","","15,204","7,585","7,619","15,090","7,523","7,567","44.9","27.43411","61","837","923","***","***","5,501","4,509","4,324","169","5,546","272","16,529","5,881","91","27"
"2015100000","2015","36402","Tokushima-ken Kitajima-cho","","22,446","10,826","11,620","22,153","10,673","11,480","44.2","22.65309","96","1,087","947","***","***","8,209","5,351","7,190","231","4,792","70","19,887","8,824","125","38"
"2015100000","2015","36403","Tokushima-ken Aizumi-cho","","34,626","16,574","18,052","34,349","16,444","17,905","43.4","23.38587","131","1,497","1,354","***","***","12,579","9,379","10,552","349","5,707","101","29,533","13,133","185","65"
"2015100000","2015","36404","Tokushima-ken Itano-cho","","13,358","6,355","7,003","13,244","6,340","6,904","51.9","25.64320","111","361","431","***","***","5,479","3,635","3,534","144","3,764","84","13,528","4,930","56","34"
"2015100000","2015","36405","Tokushima-ken Kamiita-cho","","12,039","5,721","6,318","11,974","5,701","6,273","53.1","22.99333","63","271","358","***","***","4,832","3,056","3,403","89","1,801","20","10,368","4,256","40","23"
"2015100000","2015","36468","Tokushima-ken Tsurugi-cho","","8,927","4,140","4,787","8,905","4,136","4,769","61.4","18.76377","22","164","272","***","***","4,446","2,882","1,432","128","1,969","39","9,375","3,838","26","11"
"2015100000","2015","36489","Tokushima-ken Higashimiyoshi-cho","","14,638","6,959","7,679","14,564","6,936","7,628","54.4","21.54146","73","349","444","***","***","5,983","4,940","2,961","532","1,381","53","12,579","5,325","69","17"
"2015100000","2015","37201","Kagawa-ken Takamatsu-shi","","420,748","205,049","215,699","411,933","200,683","211,250","46.7","24.33780","2,447","13,565","13,180","***","***","149,554","210,322","21,663","3,648","35,198","5,266","435,901","182,047","2,233","799"
"2015100000","2015","37202","Kagawa-ken Marugame-shi","","110,010","53,183","56,827","108,333","52,181","56,152","46.6","24.11837","1,238","3,766","3,608","***","***","39,454","37,342","23,585","1,108","18,800","851","104,968","43,853","514","223"
"2015100000","2015","37203","Kagawa-ken Sakaide-shi","","53,164","25,359","27,805","52,687","25,127","27,560","52.5","23.32574","362","1,497","1,704","***","***","21,891","18,130","10,133","556","17,060","579","60,114","21,361","251","79"
"2015100000","2015","37204","Kagawa-ken Zentsuji-shi","","32,927","16,315","16,612","32,716","16,221","16,495","46.9","27.22795","185","1,843","1,841","***","***","12,764","10,899","7,913","262","7,964","414","33,130","12,977","162","50"
"2015100000","2015","37205","Kagawa-ken Kanonji-shi","","59,409","28,443","30,966","58,926","28,267","30,659","51.7","21.95594","278","1,393","1,566","***","***","21,672","25,797","7,343","1,399","7,399","1,560","59,626","21,984","270","106"
"2015100000","2015","37206","Kagawa-ken Sanuki-shi","","50,272","24,148","26,124","49,963","24,021","25,942","53.6","23.42965","279","1,079","1,247","***","***","19,714","17,811","10,716","469","8,171","430","47,688","19,752","185","81"
"2015100000","2015","37207","Kagawa-ken Higashikagawa-shi","","31,031","14,695","16,336","30,837","14,657","16,180","58.1","20.61233","182","466","715","***","***","13,007","12,861","3,948","505","2,690","847","30,115","12,441","95","36"
"2015100000","2015","37208","Kagawa-ken Mitoyo-shi","","65,524","31,274","34,250","65,011","31,128","33,883","53.5","21.55520","442","1,386","1,550","***","***","25,506","24,942","12,940","691","8,562","729","61,184","22,761","264","103"
"2015100000","2015","37322","Kagawa-ken Tonosho-cho","","14,002","6,556","7,446","13,940","6,540","7,400","58.5","20.97337","62","338","448","***","***","6,024","6,575","1,258","102","1,169","61","13,872","6,061","51","30"
"2015100000","2015","37324","Kagawa-ken Shodoshima-cho","","14,862","7,040","7,822","14,739","7,017","7,722","59.7","20.52764","123","373","410","***","***","6,889","6,695","1,130","70","1,069","107","14,838","6,411","60","21"
"2015100000","2015","37341","Kagawa-ken Miki-cho","","27,684","13,295","14,389","27,454","13,198","14,256","49.5","23.76043","154","805","883","***","***","9,915","7,778","8,309","229","5,548","151","24,845","10,667","107","58"
"2015100000","2015","37364","Kagawa-ken Naoshima-cho","","3,139","1,621","1,518","3,123","1,614","1,509","51.9","25.90340","16","172","148","***","***","1,222","1,735","47","83","43","556","3,608","1,519","14","5"
"2015100000","2015","37386","Kagawa-ken Utazu-cho","","18,952","9,234","9,718","18,516","9,026","9,490","41.2","26.30988","362","1,191","1,061","***","***","6,107","4,555","6,318","212","6,058","206","18,686","8,465","112","50"
"2015100000","2015","37387","Kagawa-ken Ayagawa-cho","","23,610","11,421","12,189","23,462","11,347","12,115","53.3","22.09667","146","608","569","***","***","9,091","6,864","6,798","179","5,429","118","22,180","8,548","97","35"
"2015100000","2015","37403","Kagawa-ken Kotohira-cho","","9,186","4,227","4,959","9,146","4,200","4,946","57.0","22.34705","33","311","344","***","***","3,716","2,660","2,545","69","2,610","45","9,227","3,708","29","13"
"2015100000","2015","37404","Kagawa-ken Tadotsu-cho","","23,366","11,699","11,667","22,806","11,221","11,585","49.2","24.04754","506","820","795","***","***","8,977","6,282","6,699","209","5,927","146","22,531","9,551","110","52"
"2015100000","2015","37406","Kagawa-ken Manno-cho","","18,377","8,749","9,628","18,252","8,722","9,530","55.5","20.25822","113","431","467","***","***","7,258","5,233","5,154","124","2,802","97","15,998","6,445","72","26"
"2015100000","2015","38201","Ehime-ken Matsuyama-shi","","514,865","241,656","273,209","502,860","236,090","266,770","46.3","27.37470","2,296","15,384","15,084","***","***","187,072","254,543","23,571","2,414","28,863","2,450","520,193","230,509","2,637","982"
"2015100000","2015","38202","Ehime-ken Imabari-shi","","158,114","74,336","83,778","155,995","73,096","82,899","52.4","22.36064","1,946","3,199","3,818","***","***","66,639","81,081","4,918","837","6,078","1,495","159,932","67,105","660","269"
"2015100000","2015","38203","Ehime-ken Uwajima-shi","","77,465","36,006","41,459","77,052","35,912","41,140","56.4","21.42188","328","1,764","2,287","***","***","31,900","40,312","2,716","267","3,613","219","78,314","32,732","269","125"
"2015100000","2015","38204","Ehime-ken Yawatahama-shi","","34,951","16,282","18,669","34,795","16,235","18,560","57.2","22.17627","105","751","1,116","***","***","14,257","17,071","2,987","112","3,713","136","35,701","14,995","111","37"
"2015100000","2015","38205","Ehime-ken Niihama-shi","","119,903","57,551","62,352","118,781","57,036","61,745","49.4","22.52742","750","2,882","3,270","***","***","48,407","57,888","6,795","643","9,352","506","122,323","50,653","572","214"
"2015100000","2015","38206","Ehime-ken Saijo-shi","","108,174","51,807","56,367","106,836","51,069","55,767","50.7","21.71163","837","2,547","2,899","***","***","42,966","50,442","10,600","597","7,275","342","104,594","44,595","481","194"
"2015100000","2015","38207","Ehime-ken Ozu-shi","","44,086","21,013","23,073","43,818","20,910","22,908","54.3","22.33135","114","1,044","1,496","***","***","17,572","21,175","3,931","104","4,462","129","44,642","18,057","171","73"
"2015100000","2015","38210","Ehime-ken Iyo-shi","","36,827","17,083","19,744","36,611","17,026","19,585","51.5","22.86900","182","1,050","1,127","***","***","13,744","13,168","8,991","156","5,576","46","33,302","14,003","138","62"
"2015100000","2015","38213","Ehime-ken Shikokuchuo-shi","","87,413","42,596","44,817","86,623","42,281","44,342","50.4","22.97054","473","1,820","2,189","***","***","33,680","44,174","2,741","2,064","2,960","2,598","88,166","34,999","388","147"
"2015100000","2015","38214","Ehime-ken Seiyo-shi","","38,919","18,167","20,752","38,673","18,108","20,565","59.4","18.91104","239","826","1,052","***","***","16,964","18,030","3,583","112","2,308","55","37,587","16,365","120","47"
"2015100000","2015","38215","Ehime-ken Toon-shi","","34,613","16,622","17,991","34,365","16,481","17,884","48.0","27.23603","143","1,207","1,368","***","***","13,212","12,473","7,525","183","9,443","115","36,463","13,978","125","63"
"2015100000","2015","38356","Ehime-ken Kamijima-cho","","7,135","3,677","3,458","6,818","3,385","3,433","60.7","25.71081","285","325","295","***","***","3,324","3,112","81","591","150","514","7,127","3,386","13","7"
"2015100000","2015","38386","Ehime-ken Kumakogen-cho","","8,447","3,957","4,490","8,413","3,949","4,464","63.5","16.44531","32","242","319","***","***","3,784","4,215","369","22","621","22","8,699","4,052","24","9"
"2015100000","2015","38401","Ehime-ken Masaki-cho","","30,064","14,139","15,925","29,956","14,107","15,849","49.2","24.29730","85","1,085","1,126","***","***","11,999","8,659","8,507","155","7,141","23","28,566","11,525","113","47"
"2015100000","2015","38402","Ehime-ken Tobe-cho","","21,239","9,995","11,244","21,173","9,970","11,203","50.7","24.11336","39","699","801","***","***","7,855","6,386","6,372","66","3,719","34","18,554","8,356","88","36"
"2015100000","2015","38422","Ehime-ken Uchiko-cho","","16,742","7,913","8,829","16,694","7,901","8,793","57.6","19.79747","25","363","433","***","***","6,456","7,414","2,544","35","1,474","8","15,645","6,475","61","19"
"2015100000","2015","38442","Ehime-ken Ikata-cho","","9,626","4,597","5,029","9,572","4,584","4,988","61.3","20.22088","53","161","294","***","***","4,090","4,636","858","18","1,527","90","10,367","4,488","24","8"
"2015100000","2015","38484","Ehime-ken Matsuno-cho","","4,072","1,887","2,185","4,002","1,882","2,120","61.3","21.60043","53","116","127","***","***","1,810","1,390","745","32","302","46","3,643","1,675","10","4"
"2015100000","2015","38488","Ehime-ken Kihoku-cho","","10,705","4,927","5,778","10,641","4,923","5,718","60.8","18.38791","60","290","292","***","***","4,766","4,254","1,509","49","1,152","80","10,379","4,614","30","6"
"2015100000","2015","38506","Ehime-ken Ainan-cho","","21,902","10,169","11,733","21,830","10,145","11,685","59.7","19.25817","51","390","621","***","***","10,160","10,190","716","626","330","305","21,195","9,410","67","46"
"2015100000","2015","39201","Kochi-ken Kochi-shi","","337,190","157,002","180,188","334,124","155,537","178,587","47.4","27.54194","1,147","8,885","9,425","***","***","112,143","149,812","18,747","1,511","28,057","1,505","346,494","153,594","1,619","753"
"2015100000","2015","39202","Kochi-ken Muroto-shi","","13,524","6,392","7,132","13,453","6,333","7,120","62.9","20.52483","65","320","452","***","***","6,976","5,580","687","84","626","27","13,406","6,512","45","17"
"2015100000","2015","39203","Kochi-ken Aki-shi","","17,577","8,334","9,243","17,506","8,310","9,196","57.0","24.36401","42","404","593","***","***","6,696","7,847","2,056","47","2,517","17","18,008","7,604","76","24"
"2015100000","2015","39204","Kochi-ken Nankoku-shi","","47,982","22,724","25,258","47,693","22,589","25,104","48.2","26.84569","189","1,929","1,939","***","***","17,522","16,299","11,575","161","14,101","188","50,535","19,481","228","85"
"2015100000","2015","39205","Kochi-ken Tosa-shi","","27,038","13,091","13,947","26,721","12,846","13,875","53.6","25.22842","309","736","820","***","***","11,149","9,959","5,478","65","3,846","55","25,396","10,255","91","52"
"2015100000","2015","39206","Kochi-ken Susaki-shi","","22,606","11,025","11,581","22,198","10,737","11,461","55.8","26.79778","389","702","855","***","***","8,815","10,004","2,444","43","3,631","78","23,828","9,121","94","34"
"2015100000","2015","39208","Kochi-ken Sukumo-shi","","20,907","9,714","11,193","20,833","9,687","11,146","55.5","22.42935","59","560","686","***","***","8,835","9,533","1,829","325","2,147","438","21,338","8,925","82","39"
