"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","A1101","A110101","A110102","A1102","A110201","A110202","A1231","A161001","A1700","A5101","A5102","A5103","A5104","A6101","A6102","A6103","A6104","A6105","A6106","A6107","A7101","A9101","A9201"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","A110101_Total population (Male)[person]","A110102_Total population (Female)[person]","A1102_Japanese population (Both sexes)[person]","A110201_Japanese population (Male)[person]","A110202_Japanese population (Female)[person]","A1231_Median age[age]","A161001_Ratio of never married persons (population 15 years old and over)[%]","A1700_Foreigners (Total)[person]","A5101_Number of in-migrants from other municipalities[person]","A5102_Number of out-migrants to other municipalities[person]","A5103_Number of in-migrants from other prefectures (All nationalities)[person]","A5104_Number of out-migrants to other prefectures (All nationalities)[person]","A6101_Population not working or going to school[person]","A6102_Population working or schooling in the same shi, ku, machi or mura[person]","A6103_Outflow population (Population working or schooling in other shi, ku, machi or mura of the same prefecture)[person]","A6104_Outflow population (Population working or schooling in other prefecture)[person]","A6105_Inflow population (Population living in another shi, ku, machi or mura of the same prefecture)[person]","A6106_Inflow population (Population living in another prefecture)[person]","A6107_Daytime population[person]","A7101_Number of households (Total)[households]","A9101_Marriages[pairs]","A9201_Divorces[pairs]"
"2015100000","2015","22103","Shizuoka-ken Shizuoka-shi Shimizu-ku","","238,977","116,320","122,657","236,583","115,197","121,386","50.0","26.06621","2,037","5,553","6,397","***","***","88,955","108,378","31,332","1,542","26,800","1,441","234,344","93,709","1,072","421"
"2015100000","2015","22130","Shizuoka-ken Hamamatsu-shi","","797,980","395,509","402,471","775,380","384,703","390,677","46.5","25.82373","16,439","31,532","31,836","***","***","281,855","294,255","184,682","9,029","181,419","6,951","792,639","309,227","4,056","1,312"
"2015100000","2015","22131","Shizuoka-ken Hamamatsu-shi Naka-ku","","237,443","118,259","119,184","227,427","113,446","113,981","46.1","28.29884","6,543","11,122","11,441","***","***","81,238","94,699","45,198","2,696","60,934","3,176","253,659","106,191","1,299","438"
"2015100000","2015","22132","Shizuoka-ken Hamamatsu-shi Higashi-ku","","128,555","63,832","64,723","125,071","62,187","62,884","44.8","25.26297","2,465","5,305","5,407","***","***","44,425","44,300","33,615","1,193","32,455","797","126,999","50,106","706","234"
"2015100000","2015","22133","Shizuoka-ken Hamamatsu-shi Nishi-ku","","111,353","54,982","56,371","109,292","53,925","55,367","46.2","24.63020","1,883","3,882","4,231","***","***","39,216","39,804","28,544","1,562","18,612","683","100,542","38,730","548","154"
"2015100000","2015","22134","Shizuoka-ken Hamamatsu-shi Minami-ku","","100,870","50,443","50,427","96,996","48,625","48,371","46.3","26.17123","2,723","4,032","3,937","***","***","35,826","33,230","27,191","1,012","24,890","631","98,188","38,259","579","195"
"2015100000","2015","22135","Shizuoka-ken Hamamatsu-shi Kita-ku","","93,567","45,885","47,682","92,446","45,380","47,066","48.4","24.98569","1,032","3,083","3,029","***","***","32,469","38,526","19,167","1,617","22,297","1,167","96,247","32,017","387","137"
"2015100000","2015","22136","Shizuoka-ken Hamamatsu-shi Hamakita-ku","","95,900","47,517","48,383","94,121","46,656","47,465","45.2","23.73314","1,532","3,472","2,669","***","***","34,750","33,594","25,113","676","17,771","302","88,184","32,493","463","126"
"2015100000","2015","22137","Shizuoka-ken Hamamatsu-shi Tenryu-ku","","30,292","14,591","15,701","30,027","14,484","15,543","60.6","21.69251","261","636","1,122","***","***","13,931","10,102","5,854","273","4,460","195","28,820","11,431","74","28"
"2015100000","2015","22203","Shizuoka-ken Numazu-shi","","195,633","95,980","99,653","192,234","94,448","97,786","49.6","25.88655","2,872","6,073","6,979","***","***","71,813","83,801","26,095","2,926","41,127","1,639","209,378","80,798","1,010","399"
"2015100000","2015","22205","Shizuoka-ken Atami-shi","","37,544","16,926","20,618","37,270","16,843","20,427","61.7","26.24812","274","1,869","1,718","***","***","17,948","14,586","2,185","2,365","4,143","2,716","39,853","18,846","143","66"
"2015100000","2015","22206","Shizuoka-ken Mishima-shi","","110,046","53,836","56,210","108,694","53,206","55,488","47.4","25.62625","984","4,098","4,275","***","***","39,558","36,561","26,043","3,446","23,998","2,169","106,724","45,218","500","189"
"2015100000","2015","22207","Shizuoka-ken Fujinomiya-shi","","130,770","64,281","66,489","128,784","63,295","65,489","47.5","24.00644","1,355","3,133","3,395","***","***","46,839","58,984","18,027","1,195","11,888","1,316","124,752","49,004","592","278"
"2015100000","2015","22208","Shizuoka-ken Ito-shi","","68,345","31,828","36,517","67,162","31,363","35,799","57.6","21.35027","344","2,173","2,160","***","***","28,771","30,256","4,352","1,183","2,750","372","65,932","30,478","247","144"
"2015100000","2015","22209","Shizuoka-ken Shimada-shi","","98,112","47,806","50,306","97,106","47,407","49,699","49.3","24.09238","847","2,277","2,407","***","***","34,788","40,296","21,193","454","14,789","154","91,408","34,310","436","145"
"2015100000","2015","22210","Shizuoka-ken Fuji-shi","","248,399","121,901","126,498","244,284","120,018","124,266","47.1","24.30560","3,551","5,610","6,171","***","***","89,053","117,299","28,189","2,680","27,541","1,469","246,540","92,581","1,240","559"
"2015100000","2015","22211","Shizuoka-ken Iwata-shi","","167,210","84,130","83,080","161,491","81,128","80,363","46.5","25.41651","5,275","4,411","4,473","***","***","58,297","70,370","31,020","1,079","36,454","584","172,149","61,346","808","260"
"2015100000","2015","22212","Shizuoka-ken Yaizu-shi","","139,462","68,168","71,294","136,499","66,866","69,633","47.7","25.23375","2,611","3,235","3,808","***","***","49,700","54,256","30,979","869","22,771","492","130,877","50,648","588","262"
"2015100000","2015","22213","Shizuoka-ken Kakegawa-shi","","114,602","57,126","57,476","111,526","55,711","55,815","46.7","24.69414","2,828","3,340","3,491","***","***","39,271","50,094","22,832","660","24,335","438","115,883","41,050","540","174"
"2015100000","2015","22214","Shizuoka-ken Fujieda-shi","","143,605","70,049","73,556","142,237","69,419","72,818","47.8","23.85938","1,190","4,336","4,085","***","***","51,790","52,518","35,044","886","23,585","243","131,503","52,315","657","185"
"2015100000","2015","22215","Shizuoka-ken Gotemba-shi","","88,078","45,159","42,919","86,542","44,526","42,016","43.7","26.65801","1,467","4,208","4,311","***","***","28,607","41,047","12,314","2,626","11,889","1,868","86,895","31,610","522","173"
"2015100000","2015","22216","Shizuoka-ken Fukuroi-shi","","85,789","43,206","42,583","82,615","41,661","40,954","43.5","25.24986","2,375","2,726","2,731","***","***","28,256","31,475","22,385","543","20,951","299","84,111","31,453","480","152"
"2015100000","2015","22219","Shizuoka-ken Shimoda-shi","","22,916","11,009","11,907","22,738","10,965","11,773","57.7","22.10278","155","729","940","***","***","9,952","10,375","1,825","55","2,778","121","23,935","10,397","67","47"
"2015100000","2015","22220","Shizuoka-ken Susono-shi","","52,737","26,837","25,900","51,984","26,471","25,513","44.6","24.75889","588","2,188","2,490","***","***","18,466","19,488","12,171","831","14,708","1,504","55,947","20,792","291","110"
"2015100000","2015","22221","Shizuoka-ken Kosai-shi","","59,789","30,550","29,239","57,319","29,227","28,092","45.9","26.99706","2,249","1,987","2,179","***","***","20,161","27,032","6,558","4,158","9,585","8,025","66,683","22,546","255","78"
"2015100000","2015","22222","Shizuoka-ken Izu-shi","","31,317","14,837","16,480","31,102","14,767","16,335","57.5","22.30780","146","903","1,148","***","***","12,093","12,589","5,688","265","4,069","152","29,585","12,158","89","40"
"2015100000","2015","22223","Shizuoka-ken Omaezaki-shi","","32,578","16,499","16,079","31,872","16,195","15,677","48.4","23.75508","665","825","1,080","***","***","10,319","13,969","7,196","163","6,119","264","31,602","11,345","141","67"
"2015100000","2015","22224","Shizuoka-ken Kikugawa-shi","","46,763","23,488","23,275","44,497","22,381","22,116","45.5","24.41758","2,187","1,415","1,414","***","***","15,003","17,663","12,823","243","10,573","143","44,413","16,095","242","65"
"2015100000","2015","22225","Shizuoka-ken Izunokuni-shi","","48,152","23,031","25,121","47,739","22,859","24,880","50.2","24.01033","376","1,690","1,582","***","***","17,775","16,637","11,391","693","9,558","218","45,844","18,677","195","84"
"2015100000","2015","22226","Shizuoka-ken Makinohara-shi","","45,547","22,331","23,216","44,475","21,859","22,616","50.2","23.89628","1,017","1,055","1,429","***","***","14,484","20,703","9,621","139","14,354","174","50,315","15,416","194","86"
"2015100000","2015","22301","Shizuoka-ken Higashiizu-cho","","12,624","5,929","6,695","12,572","5,912","6,660","60.8","22.25519","49","456","536","***","***","5,273","5,502","1,735","81","1,321","44","12,173","5,620","39","26"
"2015100000","2015","22302","Shizuoka-ken Kawazu-cho","","7,303","3,512","3,791","7,274","3,504","3,770","58.9","20.67906","29","216","250","***","***","2,967","2,961","1,329","26","861","19","6,828","2,919","19","13"
"2015100000","2015","22304","Shizuoka-ken Minamiizu-cho","","8,524","4,054","4,470","8,494","4,047","4,447","62.1","20.30661","30","272","280","***","***","4,148","3,036","1,265","28","724","13","7,968","3,435","29","20"
"2015100000","2015","22305","Shizuoka-ken Matsuzaki-cho","","6,837","3,223","3,614","6,817","3,216","3,601","61.2","18.87310","20","166","214","***","***","3,047","2,644","1,057","21","713","11","6,483","2,832","23","6"
"2015100000","2015","22306","Shizuoka-ken Nishiizu-cho","","8,234","3,864","4,370","8,168","3,841","4,327","63.9","18.38731","66","157","257","***","***","3,945","3,236","990","45","821","60","8,080","3,673","14","14"
"2015100000","2015","22325","Shizuoka-ken Kannami-cho","","37,661","18,301","19,360","37,397","18,162","19,235","49.5","23.40348","262","1,384","1,420","***","***","14,823","9,614","11,885","857","5,191","92","30,202","14,317","178","70"
"2015100000","2015","22341","Shizuoka-ken Shimizu-cho","","32,118","15,573","16,545","31,150","15,091","16,059","44.8","25.34214","852","1,400","1,476","***","***","10,840","8,757","10,448","526","9,901","110","31,155","12,363","146","84"
"2015100000","2015","22342","Shizuoka-ken Nagaizumi-cho","","42,331","21,229","21,102","41,927","21,043","20,884","42.3","25.59369","289","2,487","2,353","***","***","13,976","11,717","13,358","1,230","12,412","377","40,532","16,427","251","70"
"2015100000","2015","22344","Shizuoka-ken Oyama-cho","","19,497","10,386","9,111","19,382","10,342","9,040","46.7","28.36892","115","1,008","1,176","***","***","6,534","7,840","4,090","869","4,680","788","20,006","6,431","93","27"
"2015100000","2015","22424","Shizuoka-ken Yoshida-cho","","29,093","14,422","14,671","28,225","14,009","14,216","45.3","25.04111","821","836","963","***","***","9,057","10,707","8,459","107","9,600","133","30,260","10,244","130","56"
"2015100000","2015","22429","Shizuoka-ken Kawanehon-cho","","7,192","3,532","3,660","7,099","3,508","3,591","63.0","19.06480","93","142","254","***","***","2,959","3,415","789","5","521","25","6,944","2,883","19","10"
"2015100000","2015","22461","Shizuoka-ken Mori-machi","","18,528","9,143","9,385","18,327","9,032","9,295","52.7","23.95820","189","382","476","***","***","6,471","6,244","5,462","79","5,582","32","18,601","6,133","63","20"
"2015100000","2015","23100","Aichi-ken Nagoya-shi","","2,295,638","1,133,640","1,161,998","2,213,811","1,095,360","1,118,451","44.7","30.33252","56,212","132,389","125,113","***","***","745,692","576,867","670,606","24,043","883,541","105,269","2,589,799","1,058,497","13,731","4,279"
"2015100000","2015","23101","Aichi-ken Nagoya-shi Chikusa-ku","","164,696","80,513","84,183","156,040","76,250","79,790","44.9","31.62807","3,709","11,718","10,969","***","***","51,104","38,265","50,183","2,340","62,208","7,248","181,629","85,028","937","242"
"2015100000","2015","23102","Aichi-ken Nagoya-shi Higashi-ku","","78,043","37,265","40,778","74,158","35,675","38,483","45.7","31.75448","2,317","6,437","5,921","***","***","23,365","17,842","23,230","1,056","62,503","7,157","123,417","41,311","584","159"
"2015100000","2015","23103","Aichi-ken Nagoya-shi Kita-ku","","163,579","79,474","84,105","158,670","77,329","81,341","47.2","29.49075","4,097","8,315","8,126","***","***","56,990","38,119","47,152","1,438","29,794","2,532","147,315","75,428","968","317"
"2015100000","2015","23104","Aichi-ken Nagoya-shi Nishi-ku","","149,098","73,955","75,143","144,376","71,841","72,535","44.6","30.82534","2,724","9,106","7,769","***","***","46,662","39,595","43,105","1,912","46,813","5,551","156,445","70,078","1,019","275"
"2015100000","2015","23105","Aichi-ken Nagoya-shi Nakamura-ku","","133,206","67,601","65,605","129,186","65,529","63,657","46.4","33.58102","3,586","8,764","8,222","***","***","43,065","36,595","32,818","1,704","109,549","20,961","229,194","66,039","898","211"
"2015100000","2015","23106","Aichi-ken Nagoya-shi Naka-ku","","83,203","40,684","42,519","75,018","37,374","37,644","43.2","40.14587","5,566","9,421","8,635","***","***","19,195","23,318","15,308","761","206,600","29,088","302,822","53,533","875","269"
"2015100000","2015","23107","Aichi-ken Nagoya-shi Showa-ku","","107,170","53,635","53,535","102,077","50,931","51,146","44.0","35.29865","3,248","7,622","6,849","***","***","33,170","25,947","34,531","1,249","48,516","5,748","125,654","55,108","552","140"
"2015100000","2015","23108","Aichi-ken Nagoya-shi Mizuho-ku","","105,357","50,762","54,595","103,022","49,741","53,281","46.1","29.61370","1,495","6,082","5,597","***","***","35,055","24,467","35,223","1,128","36,344","2,977","108,327","48,629","619","158"
"2015100000","2015","23109","Aichi-ken Nagoya-shi Atsuta-ku","","65,895","32,545","33,350","62,882","31,037","31,845","47.1","31.36750","1,324","4,229","3,960","***","***","21,740","15,112","21,208","668","40,326","4,252","88,597","31,884","358","105"
"2015100000","2015","23110","Aichi-ken Nagoya-shi Nakagawa-ku","","220,281","109,245","111,036","213,743","106,264","107,479","44.2","29.84505","4,802","10,191","10,618","***","***","69,524","58,211","63,106","2,516","36,017","3,139","193,815","95,495","1,394","479"
"2015100000","2015","23111","Aichi-ken Nagoya-shi Minato-ku","","146,745","73,673","73,072","139,829","70,281","69,548","45.8","29.44574","6,323","5,695","6,075","***","***","49,036","45,996","33,341","1,102","52,583","4,670","169,555","61,713","813","350"
"2015100000","2015","23112","Aichi-ken Nagoya-shi Minami-ku","","136,935","69,355","67,580","132,312","67,323","64,989","48.2","30.26197","4,179","5,835","6,076","***","***","50,942","35,691","37,809","923","37,085","2,080","137,368","61,064","695","234"
"2015100000","2015","23113","Aichi-ken Nagoya-shi Moriyama-ku","","172,845","85,555","87,290","168,449","83,335","85,114","43.8","27.12301","3,490","7,984","7,694","***","***","59,168","42,385","51,937","1,701","27,939","2,685","149,831","69,687","887","337"
"2015100000","2015","23114","Aichi-ken Nagoya-shi Midori-ku","","241,822","119,098","122,724","237,041","116,981","120,060","42.8","25.54475","3,868","10,594","9,181","***","***","81,509","60,581","78,162","2,051","27,959","996","190,564","95,210","1,344","447"
"2015100000","2015","23115","Aichi-ken Nagoya-shi Meito-ku","","164,080","79,203","84,877","159,264","76,756","82,508","42.8","29.74259","2,853","11,033","10,678","***","***","53,766","37,974","52,782","2,061","27,879","2,135","139,251","73,922","868","287"
"2015100000","2015","23116","Aichi-ken Nagoya-shi Tempaku-ku","","162,683","81,077","81,606","157,744","78,713","79,031","43.6","30.60833","2,631","9,363","8,743","***","***","51,401","36,769","50,711","1,433","31,426","4,050","146,015","74,368","920","269"
"2015100000","2015","23201","Aichi-ken Toyohashi-shi","","374,765","187,801","186,964","361,263","181,089","180,174","44.6","27.45119","12,075","8,422","9,097","***","***","123,608","182,335","38,078","10,307","30,061","7,458","363,899","144,222","1,816","633"
"2015100000","2015","23202","Aichi-ken Okazaki-shi","","381,051","192,771","188,280","371,753","188,343","183,410","43.1","27.28851","7,604","11,847","11,141","***","***","127,945","163,453","73,247","1,930","48,590","1,908","356,372","147,418","2,138","640"
"2015100000","2015","23203","Aichi-ken Ichinomiya-shi","","380,868","185,869","194,999","374,461","183,011","191,450","45.6","25.57281","4,017","9,197","9,340","***","***","131,550","135,081","75,718","14,640","27,315","11,187","329,012","142,480","1,829","723"
"2015100000","2015","23204","Aichi-ken Seto-shi","","129,046","63,189","65,857","125,225","61,467","63,758","47.4","26.07697","2,940","3,349","3,475","***","***","46,010","41,684","31,252","1,555","18,416","2,455","117,110","50,327","419","198"
"2015100000","2015","23205","Aichi-ken Handa-shi","","116,908","58,444","58,464","114,067","57,024","57,043","44.3","28.32125","2,173","3,784","3,982","***","***","39,320","40,451","28,055","493","27,668","491","116,519","46,281","646","205"
"2015100000","2015","23206","Aichi-ken Kasugai-shi","","306,508","151,955","154,553","298,864","148,507","150,357","44.2","26.37474","4,787","10,472","10,340","***","***","107,754","104,107","70,861","4,947","39,418","9,838","279,956","124,291","1,684","544"
"2015100000","2015","23207","Aichi-ken Toyokawa-shi","","182,436","90,869","91,567","177,673","88,526","89,147","44.7","26.08262","4,155","4,760","4,597","***","***","61,580","81,358","32,050","1,843","22,614","993","172,150","67,976","956","298"
"2015100000","2015","23208","Aichi-ken Tsushima-shi","","63,431","30,880","32,551","62,380","30,413","31,967","47.2","26.07576","830","1,793","1,995","***","***","21,693","17,792","18,677","1,210","15,122","1,300","59,966","23,833","258","107"
"2015100000","2015","23209","Aichi-ken Hekinan-shi","","71,346","36,623","34,723","68,237","34,903","33,334","43.5","28.86767","2,894","1,806","2,031","***","***","22,413","28,261","18,333","191","17,319","182","70,323","26,477","325","140"
"2015100000","2015","23210","Aichi-ken Kariya-shi","","149,765","78,456","71,309","145,751","76,523","69,228","40.6","30.84791","3,067","6,860","7,177","***","***","46,558","53,515","38,195","852","71,418","2,268","184,404","62,476","1,171","257"
"2015100000","2015","23211","Aichi-ken Toyota-shi","","422,542","222,169","200,373","408,242","215,111","193,131","42.0","30.17354","12,110","12,535","13,215","***","***","133,883","208,503","46,940","1,536","87,593","5,177","466,836","169,598","2,487","689"
"2015100000","2015","23212","Aichi-ken Anjo-shi","","184,140","94,073","90,067","178,312","91,348","86,964","41.8","28.17958","5,048","6,738","6,716","***","***","56,897","66,658","44,722","873","53,147","865","192,557","70,862","1,140","346"
"2015100000","2015","23213","Aichi-ken Nishio-shi","","167,990","84,669","83,321","162,427","81,764","80,663","44.2","26.86031","5,241","3,823","3,720","***","***","55,052","76,561","31,229","486","24,808","290","161,373","58,951","766","279"
"2015100000","2015","23214","Aichi-ken Gamagori-shi","","81,100","40,230","40,870","78,656","39,168","39,488","47.4","27.13699","2,134","1,732","1,972","***","***","27,372","33,730","16,114","437","10,851","455","75,855","29,950","331","111"
"2015100000","2015","23215","Aichi-ken Inuyama-shi","","74,308","36,949","37,359","72,588","35,982","36,606","46.5","25.97286","1,534","2,356","2,221","***","***","27,268","21,592","18,555","3,652","12,702","6,742","71,545","28,269","295","109"
"2015100000","2015","23216","Aichi-ken Tokoname-shi","","56,547","27,629","28,918","55,093","26,959","28,134","44.0","27.02413","555","2,197","1,787","***","***","19,317","19,642","13,449","258","14,263","523","57,626","22,506","290","91"
"2015100000","2015","23217","Aichi-ken Konan-shi","","98,359","48,035","50,324","96,311","47,101","49,210","46.2","25.44821","1,092","2,890","2,823","***","***","34,747","26,972","28,426","3,121","13,109","2,832","82,753","37,130","405","146"
"2015100000","2015","23219","Aichi-ken Komaki-shi","","149,462","75,430","74,032","143,242","72,493","70,749","44.0","27.13596","5,542","5,326","5,745","***","***","48,128","52,058","29,665","2,166","50,314","7,923","175,868","59,383","784","274"
"2015100000","2015","23220","Aichi-ken Inazawa-shi","","136,867","67,500","69,367","134,415","66,380","68,035","45.5","26.16707","1,972","4,005","4,391","***","***","45,976","42,909","36,511","2,999","29,528","4,417","131,302","49,986","600","193"
"2015100000","2015","23221","Aichi-ken Shinshiro-shi","","47,133","23,138","23,995","46,462","22,793","23,669","53.2","22.52196","552","954","1,159","***","***","17,009","21,240","7,595","565","5,979","539","45,491","16,454","151","51"
"2015100000","2015","23222","Aichi-ken Tokai-shi","","111,944","58,170","53,774","109,638","57,131","52,507","41.6","28.57035","1,121","4,654","4,133","***","***","36,002","40,068","29,229","700","30,344","931","113,290","46,371","742","222"
"2015100000","2015","23223","Aichi-ken Obu-shi","","89,157","45,390","43,767","86,253","43,980","42,273","41.5","27.04691","1,556","3,877","3,713","***","***","28,597","27,761","27,225","667","27,722","841","89,828","35,669","595","149"
"2015100000","2015","23224","Aichi-ken Chita-shi","","84,617","42,428","42,189","82,786","41,562","41,224","45.3","25.60267","1,361","2,806","2,629","***","***","29,911","22,157","28,272","510","9,381","467","65,683","33,009","398","135"
"2015100000","2015","23225","Aichi-ken Chiryu-shi","","70,501","36,667","33,834","65,879","34,327","31,552","41.5","29.58165","3,516","3,583","3,531","***","***","22,082","16,348","26,228","387","14,475","287","58,648","29,312","523","127"
"2015100000","2015","23226","Aichi-ken Owariasahi-shi","","80,787","39,251","41,536","79,006","38,470","40,536","45.2","25.03443","844","3,112","2,925","***","***","28,383","19,359","27,973","830","12,814","667","65,465","31,806","355","121"
"2015100000","2015","23227","Aichi-ken Takahama-shi","","46,236","23,889","22,347","43,881","22,694","21,187","40.9","29.50987","2,155","1,811","1,587","***","***","14,318","13,937","15,108","125","11,511","129","42,643","17,684","280","88"
"2015100000","2015","23228","Aichi-ken Iwakura-shi","","47,562","23,695","23,867","45,370","22,681","22,689","44.9","27.09985","1,790","2,183","2,102","***","***","15,306","9,536","16,223","804","7,237","561","38,333","20,390","316","87"
"2015100000","2015","23229","Aichi-ken Toyoake-shi","","69,127","34,879","34,248","66,947","33,749","33,198","44.8","27.91869","1,761","2,527","2,468","***","***","23,299","17,787","21,643","418","16,825","721","64,612","27,504","385","116"
"2015100000","2015","23230","Aichi-ken Nisshin-shi","","87,977","43,723","44,254","86,643","43,021","43,622","41.3","26.01999","1,218","4,466","3,833","***","***","28,260","21,531","31,425","768","25,719","3,047","84,550","34,210","561","144"
"2015100000","2015","23231","Aichi-ken Tahara-shi","","62,364","31,908","30,456","61,173","31,486","29,687","46.4","27.14067","889","1,262","1,760","***","***","16,991","36,652","6,117","311","11,741","397","68,074","21,640","292","79"
"2015100000","2015","23232","Aichi-ken Aisai-shi","","63,088","30,678","32,410","62,508","30,491","32,017","48.0","24.55785","523","1,417","1,651","***","***","22,165","17,373","20,989","1,650","8,451","1,025","49,925","21,131","210","100"
"2015100000","2015","23233","Aichi-ken Kiyosu-shi","","67,327","33,820","33,507","65,793","33,023","32,770","42.9","27.50832","1,118","3,127","2,940","***","***","21,797","16,072","21,522","995","16,479","1,726","63,015","27,056","459","127"
"2015100000","2015","23234","Aichi-ken Kitanagoya-shi","","84,133","42,010","42,123","82,519","41,299","41,220","43.0","26.08528","1,297","3,549","3,337","***","***","27,807","23,014","26,944","1,091","18,470","1,943","76,511","33,742","537","175"
"2015100000","2015","23235","Aichi-ken Yatomi-shi","","43,269","21,554","21,715","42,127","20,921","21,206","44.5","26.57809","770","1,460","1,647","***","***","13,824","12,599","11,803","2,277","10,369","2,539","42,097","16,050","224","78"
"2015100000","2015","23236","Aichi-ken Miyoshi-shi","","61,810","32,646","29,164","60,059","31,759","28,300","41.0","27.92276","1,527","2,951","2,767","***","***","19,356","18,578","20,077","316","21,884","565","63,866","22,552","368","98"
"2015100000","2015","23237","Aichi-ken Ama-shi","","86,898","43,229","43,669","85,179","42,366","42,813","44.7","26.02282","1,344","3,002","2,963","***","***","29,834","22,083","27,859","1,256","13,139","845","71,767","33,190","448","194"
"2015100000","2015","23238","Aichi-ken Nagakute-shi","","57,598","28,419","29,179","55,691","27,495","28,196","38.2","29.50334","675","3,456","2,871","***","***","17,025","15,258","20,323","646","22,068","2,132","60,829","25,069","307","89"
"2015100000","2015","23302","Aichi-ken Togo-cho","","42,858","21,440","21,418","41,869","21,044","20,825","42.8","25.73340","757","1,667","1,602","***","***","14,427","10,535","16,112","248","7,415","88","34,001","15,766","166","85"
"2015100000","2015","23342","Aichi-ken Toyoyama-cho","","15,177","7,769","7,408","14,740","7,552","7,188","41.9","27.79861","384","900","734","***","***","4,769","4,322","4,968","162","8,869","727","19,643","6,181","93","33"
"2015100000","2015","23361","Aichi-ken Oguchi-cho","","23,274","11,679","11,595","22,893","11,493","11,400","42.8","26.64925","356","1,105","853","***","***","7,899","6,589","7,328","735","14,564","2,789","32,564","8,316","128","36"
"2015100000","2015","23362","Aichi-ken Fuso-cho","","33,806","16,737","17,069","33,491","16,564","16,927","44.8","24.97555","271","1,345","1,313","***","***","12,182","7,453","11,597","1,372","5,181","1,136","27,154","12,679","121","43"
"2015100000","2015","23424","Aichi-ken Oharu-cho","","30,990","15,485","15,505","30,048","15,057","14,991","42.3","25.51708","451","1,548","1,370","***","***","9,799","6,977","11,724","365","3,938","181","23,020","12,105","166","83"
"2015100000","2015","23425","Aichi-ken Kanie-cho","","37,085","18,266","18,819","35,880","17,637","18,243","45.2","27.10197","763","1,547","1,575","***","***","12,044","8,438","13,445","1,059","6,125","786","29,492","14,971","211","58"
"2015100000","2015","23427","Aichi-ken Tobishima-mura","","4,397","2,131","2,266","4,323","2,082","2,241","49.8","22.15743","72","92","124","***","***","1,421","1,628","1,223","97","9,671","1,256","14,004","1,259","14","6"
"2015100000","2015","23441","Aichi-ken Agui-cho","","27,747","13,623","14,124","27,471","13,487","13,984","43.8","22.80679","192","1,063","869","***","***","10,715","5,908","10,312","116","6,707","45","24,071","9,627","110","42"
"2015100000","2015","23442","Aichi-ken Higashiura-cho","","49,230","24,535","24,695","47,753","23,792","23,961","44.5","27.07536","1,107","1,568","1,669","***","***","17,173","12,352","17,552","257","8,843","104","40,368","18,524","237","73"
"2015100000","2015","23445","Aichi-ken Minamichita-cho","","18,707","9,067","9,640","18,291","8,876","9,415","54.8","24.95681","378","329","578","***","***","6,635","8,244","3,336","25","2,125","43","17,514","6,981","68","26"
"2015100000","2015","23446","Aichi-ken Mihama-cho","","23,575","11,514","12,061","23,274","11,386","11,888","47.6","30.20124","189","598","702","***","***","7,873","7,774","7,128","82","4,606","344","21,315","9,314","71","20"
"2015100000","2015","23447","Aichi-ken Taketoyo-cho","","42,473","21,412","21,061","41,670","21,001","20,669","43.9","26.75655","590","1,540","1,347","***","***","14,837","12,743","13,490","156","6,894","146","35,867","16,724","197","82"
"2015100000","2015","23501","Aichi-ken Kota-cho","","39,549","19,897","19,652","38,873","19,566","19,307","41.6","26.14407","572","1,541","1,262","***","***","12,782","12,528","12,396","147","10,344","178","37,528","13,693","218","63"
"2015100000","2015","23561","Aichi-ken Shitara-cho","","5,074","2,455","2,619","5,041","2,442","2,599","63.7","16.98842","33","107","159","***","***","2,172","2,329","519","30","743","67","5,335","2,015","13","5"
"2015100000","2015","23562","Aichi-ken Toei-cho","","3,446","1,632","1,814","3,419","1,621","1,798","64.3","16.96147","27","85","106","***","***","1,637","1,355","392","59","278","77","3,350","1,436","15","3"
"2015100000","2015","23563","Aichi-ken Toyone-mura","","1,135","527","608","1,126","524","602","64.4","13.17073","9","28","62","***","***","492","528","92","23","144","52","1,216","490","4","2"
"2015100000","2015","24201","Mie-ken Tsu-shi","","279,886","135,718","144,168","273,562","132,588","140,974","47.4","25.25562","5,714","8,054","8,739","***","***","102,411","130,550","26,544","5,147","36,474","4,060","288,729","114,679","1,287","470"
"2015100000","2015","24202","Mie-ken Yokkaichi-shi","","311,031","154,674","156,357","303,457","151,185","152,272","45.2","26.48491","5,703","9,397","9,344","***","***","99,725","136,080","29,627","12,481","46,218","7,095","322,236","128,309","1,658","558"
"2015100000","2015","24203","Mie-ken Ise-shi","","127,817","60,467","67,350","126,923","60,116","66,807","49.2","24.85221","802","3,064","3,601","***","***","45,863","56,765","16,632","1,108","17,325","556","127,958","50,938","561","197"
"2015100000","2015","24204","Mie-ken Matsusaka-shi","","163,863","78,548","85,315","160,624","77,154","83,470","48.0","23.74767","3,109","3,980","4,460","***","***","60,292","67,783","26,044","2,122","19,619","607","155,923","63,948","808","298"
"2015100000","2015","24205","Mie-ken Kuwana-shi","","140,303","68,740","71,563","137,174","67,198","69,976","45.5","25.14601","2,225","4,646","4,289","***","***","47,610","52,887","17,054","15,989","16,356","6,127","129,743","53,741","669","216"
