"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","F1101","F1102","F1103","F1104","F1105","F1106","F1107","F110701","F110702","F1108","F1109","F1110","F1111","F2401","F2402","F2403","F2404","F2705","F270501","F270502"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","F1101_(Population census) Population in labour force[person]","F1102_(Population census) Employed persons[person]","F1103_(Population census) Employed persons, mostly worked[person]","F1104_(Population census) Employed persons, worked besides doing housework[person]","F1105_(Population census) Employed persons, working besides mainly attending school[person]","F1106_(Population census) Employed persons, Absent from work[person]","F1107_(Population census) Unemployed persons[person]","F110701_(Population census) Unemployed persons (Male)[person]","F110702_(Population census) Unemployed persons (Female)[person]","F1108_(Population census) Population not in labour force[person]","F1109_(Population census) Population not in labour force, doing housework[person]","F1110_(Population census) Population not in labour force, attending school[person]","F1111_(Population census) Population not in labour force, others[person]","F2401_(Population census) No. of employees[person]","F2402_No. of board member of company, etc.[person]","F2403_No. of self-employed, employing others[person]","F2404_No. of self-employed, not employing others[person]","F2705_Commuters to other municipalities[person]","F270501_Commuters to other municipalities (Male)[person]","F270502_Commuters to other municipalities (Female)[person]"
"2015100000","2015","34103","Hiroshima-ken Hiroshima-shi Minami-ku","","72107","69432","57703","8900","1437","1392","2675","1673","1002","42262","16494","7147","18621","58068","3866","1270","3441","30773","19278","11495"
"2015100000","2015","34104","Hiroshima-ken Hiroshima-shi Nishi-ku","","96579","92782","76993","12406","1699","1684","3797","2289","1508","54860","21648","9125","24087","76802","5817","1638","4819","47110","27717","19393"
"2015100000","2015","34105","Hiroshima-ken Hiroshima-shi Asaminami-ku","","117146","113197","91408","16772","3065","1952","3949","2426","1523","71553","29617","14273","27663","95763","5130","1803","6341","57161","38154","19007"
"2015100000","2015","34106","Hiroshima-ken Hiroshima-shi Asakita-ku","","70704","67263","54600","10396","1274","993","3441","2234","1207","53691","20268","7310","26113","55886","3212","1188","4567","31252","20138","11114"
"2015100000","2015","34107","Hiroshima-ken Hiroshima-shi Aki-ku","","39272","37627","30954","5504","657","512","1645","1095","550","26838","10556","4127","12155","33205","1355","471","1617","23307","14305","9002"
"2015100000","2015","34108","Hiroshima-ken Hiroshima-shi Saeki-ku","","67081","64460","51944","10063","1378","1075","2621","1668","953","45019","17642","7404","19973","53712","3620","1062","3895","36299","22614","13685"
"2015100000","2015","34202","Hiroshima-ken Kure-shi","","108460","104257","86475","14507","1483","1792","4203","2779","1424","89349","32739","10411","46199","86163","5289","2006","6536","16634","11109","5525"
"2015100000","2015","34203","Hiroshima-ken Takehara-shi","","12335","11845","9806","1762","85","192","490","345","145","10786","3399","1024","6363","9201","635","250","1100","3599","2465","1134"
"2015100000","2015","34204","Hiroshima-ken Mihara-shi","","45743","44109","36563","6278","561","707","1634","1080","554","36390","12984","4231","19175","35704","2047","825","3532","8492","5732","2760"
"2015100000","2015","34205","Hiroshima-ken Onomichi-shi","","66588","63959","53046","9000","864","1049","2629","1786","843","53716","18846","5812","29058","49621","3775","1483","5505","11943","7925","4018"
"2015100000","2015","34207","Hiroshima-ken Fukuyama-shi","","222208","213452","177207","28809","3083","4353","8756","5486","3270","151935","54323","20289","77323","172197","12293","4005","13303","25671","17528","8143"
"2015100000","2015","34208","Hiroshima-ken Fuchu-shi","","19721","18971","16102","2435","124","310","750","512","238","15165","5008","1584","8573","14474","1207","403","1768","5865","3508","2357"
"2015100000","2015","34209","Hiroshima-ken Miyoshi-shi","","26728","26040","22072","3377","119","472","688","454","234","18335","6478","1956","9901","19539","1252","536","2706","3504","2279","1225"
"2015100000","2015","34210","Hiroshima-ken Shobara-shi","","18829","18327","15128","2642","256","301","502","349","153","13630","4633","1546","7451","12633","884","354","2636","2324","1536","788"
"2015100000","2015","34211","Hiroshima-ken Otake-shi","","13010","12488","10355","1830","104","199","522","351","171","11081","3931","1049","6101","10417","522","239","833","4835","2974","1861"
"2015100000","2015","34212","Hiroshima-ken Higashihiroshima-shi","","92977","90095","71730","12965","3903","1497","2882","1882","1000","60569","21178","14769","24622","75700","3372","1235","5709","19953","14386","5567"
"2015100000","2015","34213","Hiroshima-ken Hatsukaichi-shi","","56985","55057","44640","8601","899","917","1928","1224","704","39018","15233","5454","18331","45888","2655","979","3364","24538","16262","8276"
"2015100000","2015","34214","Hiroshima-ken Akitakata-shi","","15110","14642","12445","1928","58","211","468","320","148","11104","3600","1075","6429","10960","604","275","1878","3134","2100","1034"
"2015100000","2015","34215","Hiroshima-ken Etajima-shi","","11832","11407","9611","1495","78","223","425","309","116","10336","3809","700","5827","9030","504","281","1011","2332","1569","763"
"2015100000","2015","34302","Hiroshima-ken Fuchu-cho","","25590","24621","20374","3384","427","436","969","604","365","16015","6724","2470","6821","20690","1247","401","1379","14758","8860","5898"
"2015100000","2015","34304","Hiroshima-ken Kaita-cho","","14640","14107","11744","1918","216","229","533","325","208","8782","3663","1326","3793","12244","570","194","707","8771","5361","3410"
"2015100000","2015","34307","Hiroshima-ken Kumano-cho","","11375","10993","8843","1810","160","180","382","265","117","8896","3361","1167","4368","8963","566","198","844","6335","4116","2219"
"2015100000","2015","34309","Hiroshima-ken Saka-cho","","5996","5736","4707","858","84","87","260","158","102","4742","1732","621","2389","5021","222","92","269","3493","2119","1374"
"2015100000","2015","34368","Hiroshima-ken Akiota-cho","","3032","2953","2335","540","8","70","79","64","15","2864","1004","194","1666","2059","142","67","454","551","425","126"
"2015100000","2015","34369","Hiroshima-ken Kitahiroshima-cho","","10256","10055","8133","1732","38","152","201","135","66","6276","2062","818","3396","7125","443","214","1399","1452","967","485"
"2015100000","2015","34431","Hiroshima-ken Osakikamijima-cho","","3672","3589","2976","540","15","58","83","63","20","3749","1171","614","1964","2606","163","93","458","247","160","87"
"2015100000","2015","34462","Hiroshima-ken Sera-cho","","8797","8561","7021","1404","17","119","236","167","69","5519","1982","540","2997","5891","464","160","1324","2112","1355","757"
"2015100000","2015","34545","Hiroshima-ken Jinsekikogen-cho","","4830","4738","3906","772","9","51","92","68","24","3536","1153","297","2086","2868","230","104","944","995","657","338"
"2015100000","2015","35201","Yamaguchi-ken Shimonoseki-shi","","129152","123392","103030","16683","1862","1817","5760","3849","1911","101427","36368","11830","53229","99738","6154","2609","9097","11359","8333","3026"
"2015100000","2015","35202","Yamaguchi-ken Ube-shi","","80168","76503","63851","10041","1362","1249","3665","2436","1229","63202","22473","9042","31687","62808","3577","1856","5136","14253","9144","5109"
"2015100000","2015","35203","Yamaguchi-ken Yamaguchi-shi","","95749","92526","76291","12663","2216","1356","3223","2106","1117","67934","24876","11918","31140","76570","3663","1699","6345","15884","11430","4454"
"2015100000","2015","35204","Yamaguchi-ken Hagi-shi","","25408","24586","20574","3447","162","403","822","541","281","18852","6415","1782","10655","17940","1194","654","3158","2973","2196","777"
"2015100000","2015","35206","Yamaguchi-ken Hofu-shi","","57609","55142","46575","7437","340","790","2467","1633","834","39748","15086","4638","20024","46530","1923","1126","3382","10888","7331","3557"
"2015100000","2015","35207","Yamaguchi-ken Kudamatsu-shi","","26690","25327","21346","3598","78","305","1363","906","457","20309","8822","2085","9402","21691","1127","479","1352","10280","6493","3787"
"2015100000","2015","35208","Yamaguchi-ken Iwakuni-shi","","62905","60603","50393","8909","339","962","2302","1511","791","52227","18947","5401","27879","48950","2626","1450","4446","9826","6859","2967"
"2015100000","2015","35210","Yamaguchi-ken Hikari-shi","","23164","22336","18588","3399","77","272","828","558","270","20307","7840","1994","10473","18724","882","457","1345","8777","5563","3214"
"2015100000","2015","35211","Yamaguchi-ken Nagato-shi","","17892","17302","14483","2488","47","284","590","428","162","13798","4771","1186","7841","12766","683","496","2191","2400","1749","651"
"2015100000","2015","35212","Yamaguchi-ken Yanai-shi","","15224","14665","12143","2192","59","271","559","367","192","13429","5196","1269","6964","11293","721","361","1442","5119","3364","1755"
"2015100000","2015","35213","Yamaguchi-ken Mine-shi","","13406","13033","10910","1942","38","143","373","274","99","10098","3268","974","5856","9918","503","227","1552","3196","2040","1156"
"2015100000","2015","35215","Yamaguchi-ken Shunan-shi","","68949","66303","55121","9757","493","932","2646","1744","902","52321","20331","6035","25955","54092","3028","1441","4468","12717","8154","4563"
"2015100000","2015","35216","Yamaguchi-ken Sanyoonoda-shi","","29590","28134","23712","3761","251","410","1456","1007","449","23513","8234","2849","12430","23851","1078","563","1700","10466","6347","4119"
"2015100000","2015","35305","Yamaguchi-ken Suooshima-cho","","7218","6937","5410","1379","12","136","281","228","53","8728","3064","788","4876","4286","291","189","1418","1166","782","384"
"2015100000","2015","35321","Yamaguchi-ken Waki-cho","","2988","2880","2382","437","15","46","108","69","39","2149","845","276","1028","2505","70","49","146","1871","1076","795"
"2015100000","2015","35341","Yamaguchi-ken Kaminoseki-cho","","1274","1225","961","224","3","37","49","38","11","1354","495","48","811","760","65","35","265","350","181","169"
"2015100000","2015","35343","Yamaguchi-ken Tabuse-cho","","7246","7009","5786","1119","25","79","237","170","67","5985","2296","583","3106","5698","296","152","560","4120","2325","1795"
"2015100000","2015","35344","Yamaguchi-ken Hirao-cho","","5763","5484","4540","826","50","68","279","198","81","5597","2004","463","3130","4389","222","111","467","3121","1807","1314"
"2015100000","2015","35502","Yamaguchi-ken Abu-cho","","1726","1648","1365","254","6","23","78","58","20","1430","506","76","848","1093","56","31","314","567","303","264"
"2015100000","2015","36201","Tokushima-ken Tokushima-shi","","122326","116767","97517","14059","2336","2855","5559","3546","2013","86861","28498","14493","43870","88996","7264","2738","8980","21019","13968","7051"
"2015100000","2015","36202","Tokushima-ken Naruto-shi","","28055","26748","22756","3104","425","463","1307","867","440","22769","6757","3086","12926","20050","1246","645","2393","9549","5704","3845"
"2015100000","2015","36203","Tokushima-ken Komatsushima-shi","","19099","17962","15353","2150","114","345","1137","771","366","14341","4550","1682","8109","14099","812","390","1546","8449","5092","3357"
"2015100000","2015","36204","Tokushima-ken Anan-shi","","34803","33021","28136","4069","146","670","1782","1239","543","27000","8934","3709","14357","25413","1493","710","3225","7508","4302","3206"
"2015100000","2015","36205","Tokushima-ken Yoshinogawa-shi","","19304","18245","15621","2166","97","361","1059","718","341","16794","5110","1682","10002","13690","872","428","1864","7881","4724","3157"
"2015100000","2015","36206","Tokushima-ken Awa-shi","","18735","17637","15059","2230","59","289","1098","762","336","13696","4312","1563","7821","11911","707","427","2608","7059","3989","3070"
"2015100000","2015","36207","Tokushima-ken Mima-shi","","14161","13039","11241","1492","36","270","1122","810","312","13078","3852","1233","7993","9804","621","302","1409","4293","2613","1680"
"2015100000","2015","36208","Tokushima-ken Miyoshi-shi","","12051","11589","9961","1386","24","218","462","317","145","12060","3532","924","7604","8693","555","263","1293","2508","1621","887"
"2015100000","2015","36301","Tokushima-ken Katsuura-cho","","2896","2788","2281","439","7","61","108","74","34","1896","583","316","997","1640","136","99","525","1030","552","478"
"2015100000","2015","36302","Tokushima-ken Kamikatsu-cho","","862","835","654","161","0","20","27","21","6","572","185","22","365","393","23","21","254","116","78","38"
"2015100000","2015","36321","Tokushima-ken Sanagouchi-son","","1373","1348","1218","109","3","18","25","17","8","720","169","74","477","699","24","53","312","503","285","218"
"2015100000","2015","36341","Tokushima-ken Ishii-cho","","12187","11575","9927","1377","80","191","612","440","172","9178","3074","1108","4996","8848","516","239","1149","6501","3680","2821"
"2015100000","2015","36342","Tokushima-ken Kamiyama-cho","","2784","2667","2173","437","12","45","117","87","30","2216","832","139","1245","1442","93","62","655","791","483","308"
"2015100000","2015","36368","Tokushima-ken Naka-cho","","3918","3781","3137","572","4","68","137","106","31","3722","1288","221","2213","2657","137","89","526","703","396","307"
"2015100000","2015","36383","Tokushima-ken Mugi-cho","","1901","1844","1519","254","3","68","57","46","11","2015","664","120","1231","1261","66","78","295","538","319","219"
"2015100000","2015","36387","Tokushima-ken Minami-cho","","3123","2934","2395","413","2","124","189","129","60","3383","918","237","2228","1953","111","83","532","811","497","314"
"2015100000","2015","36388","Tokushima-ken Kaiyo-cho","","4447","4210","3596","521","7","86","237","164","73","3975","1329","322","2324","2903","149","156","654","693","412","281"
"2015100000","2015","36401","Tokushima-ken Matsushige-cho","","7639","7286","6341","785","51","109","353","230","123","4929","1625","695","2609","5874","264","142","497","3907","2124","1783"
"2015100000","2015","36402","Tokushima-ken Kitajima-cho","","10809","10388","8909","1215","76","188","421","262","159","7269","2749","1014","3506","8635","493","179","586","6584","3860","2724"
"2015100000","2015","36403","Tokushima-ken Aizumi-cho","","17209","16175","13851","1886","164","274","1034","660","374","10781","3965","1660","5156","13239","669","351","1057","9500","5499","4001"
"2015100000","2015","36404","Tokushima-ken Itano-cho","","6318","5932","5048","737","43","104","386","262","124","5188","1615","638","2935","4390","245","187","578","3257","1820","1437"
"2015100000","2015","36405","Tokushima-ken Kamiita-cho","","5686","5377","4593","677","22","85","309","211","98","4505","1348","489","2668","3885","211","95","657","3083","1709","1374"
"2015100000","2015","36468","Tokushima-ken Tsurugi-cho","","3923","3733","3229","427","6","71","190","147","43","4244","1315","297","2632","2745","197","75","489","1385","750","635"
"2015100000","2015","36489","Tokushima-ken Higashimiyoshi-cho","","7361","7025","6076","803","21","125","336","227","109","5456","1668","590","3198","5205","357","146","817","3024","1713","1311"
"2015100000","2015","37201","Kagawa-ken Takamatsu-shi","","199623","191429","159818","25776","2375","3460","8194","5235","2959","137121","50598","19824","66699","155199","11301","3467","12087","22236","15201","7035"
"2015100000","2015","37202","Kagawa-ken Marugame-shi","","52928","50783","42707","6741","378","957","2145","1395","750","35813","12856","4986","17971","41060","2454","905","3485","21974","13422","8552"
"2015100000","2015","37203","Kagawa-ken Sakaide-shi","","24908","23828","20149","3121","142","416","1080","707","373","20303","6624","2097","11582","18900","1411","442","1839","9529","5578","3951"
"2015100000","2015","37204","Kagawa-ken Zentsuji-shi","","16043","15239","12995","1853","164","227","804","547","257","11918","4036","1859","6023","12312","601","294","1244","7399","4354","3045"
"2015100000","2015","37205","Kagawa-ken Kanonji-shi","","30369","29406","25036","3756","103","511","963","656","307","19859","6004","2303","11552","21638","1499","666","2883","7670","5052","2618"
"2015100000","2015","37206","Kagawa-ken Sanuki-shi","","24257","23235","19427","3227","223","358","1022","710","312","19481","6478","2882","10121","17925","1186","513","2245","9834","5792","4042"
"2015100000","2015","37207","Kagawa-ken Higashikagawa-shi","","15213","14627","12288","2061","49","229","586","432","154","12468","4008","1172","7288","10752","756","332","1817","3755","2329","1426"
"2015100000","2015","37208","Kagawa-ken Mitoyo-shi","","32948","31746","26770","4379","107","490","1202","812","390","23980","7687","3032","13261","23896","1444","633","3385","12063","7143","4920"
"2015100000","2015","37322","Kagawa-ken Tonosho-cho","","6971","6713","5622","945","15","131","258","179","79","5645","1582","468","3595","4981","448","180","704","1223","712","511"
"2015100000","2015","37324","Kagawa-ken Shodoshima-cho","","6942","6653","5747","776","17","113","289","212","77","6542","1653","501","4388","5009","492","154","639","1044","597","447"
"2015100000","2015","37341","Kagawa-ken Miki-cho","","13615","13088","10951","1774","164","199","527","369","158","9441","3330","1493","4618","10513","635","225","1055","7699","4419","3280"
"2015100000","2015","37364","Kagawa-ken Naoshima-cho","","1694","1654","1342","282","2","28","40","27","13","1114","420","90","604","1387","85","32","74","53","17","36"
"2015100000","2015","37386","Kagawa-ken Utazu-cho","","9214","8851","7561","1040","113","137","363","211","152","5337","1946","962","2429","7468","416","136","449","5741","3412","2329"
"2015100000","2015","37387","Kagawa-ken Ayagawa-cho","","11655","11255","9425","1609","59","162","400","263","137","8762","3036","1172","4554","8763","473","180","1137","6174","3678","2496"
"2015100000","2015","37403","Kagawa-ken Kotohira-cho","","4570","4419","3674","660","13","72","151","101","50","3567","1045","387","2135","3182","287","130","508","2327","1292","1035"
"2015100000","2015","37404","Kagawa-ken Tadotsu-cho","","11333","10881","9278","1399","45","159","452","293","159","8311","2913","973","4425","8846","461","182","790","6117","3519","2598"
"2015100000","2015","37406","Kagawa-ken Manno-cho","","9192","8837","7451","1230","27","129","355","240","115","6567","2221","674","3672","6541","362","146","1146","4703","2762","1941"
"2015100000","2015","38201","Ehime-ken Matsuyama-shi","","246248","234503","192431","32714","4931","4427","11745","7211","4534","174514","62585","27630","84299","182744","11168","4556","15703","23601","15901","7700"
"2015100000","2015","38202","Ehime-ken Imabari-shi","","76415","72296","60310","10725","265","996","4119","2782","1337","60657","22078","6132","32447","53969","4599","1808","6648","4775","3675","1100"
"2015100000","2015","38203","Ehime-ken Uwajima-shi","","38418","36672","31017","4825","138","692","1746","1191","555","29588","9198","2995","17395","24083","1819","1317","4665","2521","1653","868"
"2015100000","2015","38204","Ehime-ken Yawatahama-shi","","17639","17057","14374","2437","21","225","582","402","180","13483","4349","1245","7889","11146","844","722","2041","2842","2014","828"
"2015100000","2015","38205","Ehime-ken Niihama-shi","","57081","54878","46148","7480","232","1018","2203","1463","740","43888","15461","4670","23757","44358","2668","1011","3285","6781","5011","1770"
"2015100000","2015","38206","Ehime-ken Saijo-shi","","53419","51081","43027","7114","126","814","2338","1568","770","38967","13889","4286","20792","39837","2400","1102","4288","9523","6534","2989"
"2015100000","2015","38207","Ehime-ken Ozu-shi","","21644","20892","17810","2679","49","354","752","521","231","16334","5164","1852","9318","15164","943","489","2392","3490","2303","1187"
"2015100000","2015","38210","Ehime-ken Iyo-shi","","19036","18310","14914","2962","143","291","726","497","229","12843","4271","1751","6821","13203","733","448","2241","7856","4783","3073"
"2015100000","2015","38213","Ehime-ken Shikokuchuo-shi","","43924","42091","35832","5379","123","757","1833","1285","548","30490","10277","3324","16889","32853","2405","676","2940","4001","2541","1460"
"2015100000","2015","38214","Ehime-ken Seiyo-shi","","18768","18072","15166","2612","22","272","696","495","201","15881","4912","1320","9649","12198","695","492","2791","3233","2055","1178"
"2015100000","2015","38215","Ehime-ken Toon-shi","","16818","16192","13199","2466","272","255","626","425","201","12768","4079","1993","6696","12794","603","268","1479","6784","4231","2553"
"2015100000","2015","38356","Ehime-ken Kamijima-cho","","2963","2899","2351","488","16","44","64","42","22","3613","1277","574","1762","2282","128","82","252","629","427","202"
"2015100000","2015","38386","Ehime-ken Kumakogen-cho","","4053","3959","3253","630","5","71","94","70","24","3630","1183","214","2233","2433","137","109","810","322","235","87"
"2015100000","2015","38401","Ehime-ken Masaki-cho","","14619","13948","11517","2104","137","190","671","422","249","11081","4016","1423","5642","11304","610","271","1011","7602","4379","3223"
"2015100000","2015","38402","Ehime-ken Tobe-cho","","10964","10489","8440","1708","171","170","475","315","160","7339","2635","1016","3688","7859","430","261","1105","5718","3358","2360"
"2015100000","2015","38422","Ehime-ken Uchiko-cho","","8630","8371","6996","1216","17","142","259","196","63","6082","1881","643","3558","5422","371","207","1261","2260","1355","905"
"2015100000","2015","38442","Ehime-ken Ikata-cho","","4920","4753","4017","677","1","58","167","132","35","3867","1335","283","2249","2816","173","124","1018","730","366","364"
"2015100000","2015","38484","Ehime-ken Matsuno-cho","","1896","1839","1552","247","2","38","57","47","10","1793","542","162","1089","1289","78","31","302","677","380","297"
"2015100000","2015","38488","Ehime-ken Kihoku-cho","","5057","4886","4062","723","9","92","171","129","42","4456","1481","315","2660","3399","209","97","736","1382","813","569"
"2015100000","2015","38506","Ehime-ken Ainan-cho","","10031","9553","8123","1247","10","173","478","339","139","9631","2976","782","5873","6694","419","354","1229","1173","807","366"
"2015100000","2015","39201","Kochi-ken Kochi-shi","","149726","142559","122080","14640","2090","3749","7167","4420","2747","101863","32012","15319","54532","110777","7338","3391","10416","18094","11381","6713"
"2015100000","2015","39202","Kochi-ken Muroto-shi","","5956","5541","4659","731","4","147","415","295","120","6430","2020","262","4148","3672","203","237","863","682","386","296"
"2015100000","2015","39203","Kochi-ken Aki-shi","","9061","8638","7548","874","19","197","423","291","132","6097","1634","585","3878","5171","288","407","1346","1796","1010","786"
"2015100000","2015","39204","Kochi-ken Nankoku-shi","","23165","22077","19041","2284","303","449","1088","723","365","16866","4926","3029","8911","16743","822","573","2202","10139","5484","4655"
"2015100000","2015","39205","Kochi-ken Tosa-shi","","13228","12323","10831","1178","67","247","905","644","261","10512","2701","1495","6316","8382","461","453","1521","4528","2664","1864"
"2015100000","2015","39206","Kochi-ken Susaki-shi","","10637","10186","8973","971","40","202","451","320","131","8733","1964","1271","5498","6747","390","483","1276","1829","1048","781"
"2015100000","2015","39208","Kochi-ken Sukumo-shi","","10266","9709","8490","1010","30","179","557","385","172","7976","2302","695","4979","6837","401","432","1198","1894","1026","868"
"2015100000","2015","39209","Kochi-ken Tosashimizu-shi","","6001","5492","4739","598","11","144","509","376","133","6629","1785","359","4485","3816","185","255","819","690","455","235"
"2015100000","2015","39210","Kochi-ken Shimanto-shi","","16654","15925","13873","1629","63","360","729","513","216","12265","3574","1267","7424","11350","575","515","2113","2372","1374","998"
"2015100000","2015","39211","Kochi-ken Konan-shi","","16625","15858","13670","1678","159","351","767","534","233","10769","3383","1452","5934","11400","551","558","1708","6974","3962","3012"
"2015100000","2015","39212","Kochi-ken Kami-shi","","12976","12417","10234","1534","385","264","559","402","157","11257","3098","2056","6103","8717","424","535","1603","4728","2711","2017"
"2015100000","2015","39301","Kochi-ken Toyo-cho","","1128","1033","880","119","1","33","95","67","28","1255","407","47","801","706","24","66","146","269","126","143"
"2015100000","2015","39302","Kochi-ken Nahari-cho","","1461","1398","1205","166","4","23","63","44","19","1464","324","92","1048","913","47","56","226","509","248","261"
"2015100000","2015","39303","Kochi-ken Tano-cho","","1391","1287","1157","109","0","21","104","76","28","1076","271","80","725","819","61","39","230","497","276","221"
"2015100000","2015","39304","Kochi-ken Yasuda-cho","","1418","1332","1165","143","2","22","86","61","25","1009","300","74","635","701","38","52","275","461","218","243"
"2015100000","2015","39305","Kochi-ken Kitagawa-mura","","695","676","541","113","3","19","19","12","7","459","195","34","230","421","18","18","140","242","130","112"
"2015100000","2015","39306","Kochi-ken Umaji-mura","","421","415","345","63","0","7","6","2","4","312","117","19","176","333","17","4","39","31","16","15"
"2015100000","2015","39307","Kochi-ken Geisei-mura","","2030","1959","1708","202","8","41","71","55","16","1368","399","138","831","1100","50","108","303","624","325","299"
"2015100000","2015","39341","Kochi-ken Motoyama-cho","","1834","1761","1528","201","2","30","73","56","17","1417","412","121","884","1208","65","34","302","533","304","229"
"2015100000","2015","39344","Kochi-ken Otoyo-cho","","2112","2047","1616","323","2","106","65","48","17","1662","552","78","1032","1088","69","43","648","387","232","155"
"2015100000","2015","39363","Kochi-ken Tosa-cho","","2046","1976","1675","262","3","36","70","56","14","1562","480","102","980","1276","78","43","377","421","237","184"
"2015100000","2015","39364","Kochi-ken Okawa-mura","","190","181","156","22","0","3","9","5","4","165","61","7","97","134","11","3","20","26","15","11"
"2015100000","2015","39386","Kochi-ken Ino-cho","","11073","10508","9084","1151","68","205","565","392","173","8880","2981","952","4947","8060","483","247","1044","5342","3028","2314"
"2015100000","2015","39387","Kochi-ken Niyodogawa-cho","","2242","2170","1760","360","1","49","72","50","22","2891","986","113","1792","1480","87","65","323","300","160","140"
"2015100000","2015","39401","Kochi-ken Nakatosa-cho","","3291","3082","2607","374","14","87","209","155","54","2890","785","214","1891","2070","107","144","434","944","540","404"
"2015100000","2015","39402","Kochi-ken Sakawa-cho","","6494","6150","5278","716","26","130","344","252","92","5042","1398","524","3120","4471","167","181","800","2691","1575","1116"
"2015100000","2015","39403","Kochi-ken Ochi-cho","","2751","2622","2268","297","14","43","129","94","35","2524","642","163","1719","1824","113","107","366","935","535","400"
"2015100000","2015","39405","Kochi-ken Yusuhara-cho","","1912","1846","1533","283","2","28","66","40","26","1349","443","154","752","1131","58","39","442","163","101","62"
"2015100000","2015","39410","Kochi-ken Hidaka-mura","","2419","2310","1950","301","17","42","109","81","28","2080","582","250","1248","1665","62","64","292","1174","642","532"
"2015100000","2015","39411","Kochi-ken Tsuno-cho","","2859","2751","2397","308","5","41","108","88","20","2292","644","172","1476","1906","101","86","407","850","497","353"
"2015100000","2015","39412","Kochi-ken Shimanto-cho","","9326","9044","7489","1390","12","153","282","198","84","6182","1938","443","3801","5293","303","353","1874","727","457","270"
"2015100000","2015","39424","Kochi-ken Otsuki-cho","","2391","2220","1891","285","4","40","171","131","40","2257","930","126","1201","1439","69","105","384","640","334","306"
"2015100000","2015","39427","Kochi-ken Mihara-mura","","707","673","576","85","0","12","34","20","14","722","275","39","408","472","27","17","112","251","131","120"
"2015100000","2015","39428","Kochi-ken Kuroshio-cho","","5554","5242","4555","528","8","151","312","220","92","4616","1576","282","2758","3561","135","174","888","1706","890","816"
"2015100000","2015","40100","Fukuoka-ken Kitakyushu-shi","","439162","415092","344882","55349","6653","8208","24070","15353","8717","347552","123103","47193","177256","342050","20031","9008","23238","164334","102600","61734"
"2015100000","2015","40101","Fukuoka-ken Kitakyushu-shi Moji-ku","","44694","42332","35191","5840","451","850","2362","1515","847","39859","13061","3916","22882","35091","2004","890","2369","14881","9131","5750"
"2015100000","2015","40103","Fukuoka-ken Kitakyushu-shi Wakamatsu-ku","","37799","35393","29404","5021","405","563","2406","1644","762","32204","11558","4410","16236","29434","1739","755","2022","15363","9297","6066"
"2015100000","2015","40105","Fukuoka-ken Kitakyushu-shi Tobata-ku","","27530","26121","21568","3401","659","493","1409","956","453","21812","7313","3250","11249","21505","1199","570","1453","12135","7057","5078"
"2015100000","2015","40106","Fukuoka-ken Kitakyushu-shi Kokurakita-ku","","84632","79672","66808","9579","1284","2001","4960","3052","1908","58686","21168","8031","29487","63490","4234","2041","4601","22686","14212","8474"
"2015100000","2015","40107","Fukuoka-ken Kitakyushu-shi Kokuraminami-ku","","98926","94120","76988","13189","1902","2041","4806","2940","1866","72590","26945","10817","34828","77589","4120","1773","5313","39209","25183","14026"
"2015100000","2015","40108","Fukuoka-ken Kitakyushu-shi Yahatahigashi-ku","","31013","28882","24449","3636","323","474","2131","1478","653","27666","9598","3135","14933","23570","1593","688","1706","14638","8947","5691"
"2015100000","2015","40109","Fukuoka-ken Kitakyushu-shi Yahatanishi-ku","","114568","108572","90474","14683","1629","1786","5996","3768","2228","94735","33460","13634","47641","91371","5142","2291","5774","45422","28773","16649"
"2015100000","2015","40130","Fukuoka-ken Fukuoka-shi","","703779","667895","553190","82522","18303","13880","35884","21133","14751","426858","162257","83108","181493","529191","33225","13212","37912","314000","183158","130842"
"2015100000","2015","40131","Fukuoka-ken Fukuoka-shi Higashi-ku","","138525","131691","107897","16720","4308","2766","6834","4290","2544","87561","32296","17800","37465","108163","5534","2025","6187","59293","36526","22767"
"2015100000","2015","40132","Fukuoka-ken Fukuoka-shi Hakata-ku","","108698","102432","87796","10010","2416","2210","6266","3532","2734","52053","18458","10120","23475","82375","4427","1662","4876","33510","18414","15096"
"2015100000","2015","40133","Fukuoka-ken Fukuoka-shi Chuo-ku","","89747","85201","73858","8376","1391","1576","4546","2261","2285","42425","18213","7636","16576","62482","6005","2350","4955","31591","16792","14799"
"2015100000","2015","40134","Fukuoka-ken Fukuoka-shi Minami-ku","","117679","111644","92083","14797","2438","2326","6035","3621","2414","74627","28849","13207","32571","87440","6351","2331","6987","61147","35225","25922"
"2015100000","2015","40135","Fukuoka-ken Fukuoka-shi Nishi-ku","","92203","87723","71044","12279","2520","1880","4480","2709","1771","65022","24188","12454","28380","70977","3718","1589","5303","45142","27702","17440"
"2015100000","2015","40136","Fukuoka-ken Fukuoka-shi Jonan-ku","","58625","55606","44370","7252","2906","1078","3019","1902","1117","40345","14501","9583","16261","43982","2730","1166","3560","33245","18560","14685"
"2015100000","2015","40137","Fukuoka-ken Fukuoka-shi Sawara-ku","","98302","93598","76142","13088","2324","2044","4704","2818","1886","64825","25752","12308","26765","73772","4460","2089","6044","50072","29939","20133"
